id,age,sex,race,hispanic,born,degree,marital,childs,wrkstat,income16,class,relig,attend,partyid,polviews,region,weight
491,55,female,white,not hispanic,yes,bachelor's,divorced,1,working full time,"$90,000 to $109,999",middle class,jewish,about once or twice a year,strong democrat,liberal,south,0.6904
492,53,male,black,not hispanic,yes,high school,divorced,2,retired,"$12,500 to $14,999",lower class,protestant,2-3 times a month,strong democrat,"moderate, middle of the road",south,0.4016
493,36,male,black,not hispanic,yes,high school,never married,0,"with a job, but not at work because of temporary illness, vacation, strike","$50,000 to $59,999",working class,protestant,several times a week,"independent (neither, no response)","moderate, middle of the road",south,0.7561
494,67,female,white,"another hispanic, latino, or spanish origin",no,bachelor's,married,2,working full time,"$90,000 to $109,999",middle class,catholic,several times a year,"independent (neither, no response)",slightly conservative,south,3.2286
495,25,female,white,not hispanic,yes,high school,never married,0,working full time,"$60,000 to $74,999",working class,none,never,"independent, close to republican",slightly conservative,south,0.9847
496,66,male,white,not hispanic,yes,bachelor's,married,2,working full time,"$170,000 or over",middle class,protestant,several times a year,"independent (neither, no response)",extremely liberal,south,0.8123
497,45,female,white,not hispanic,yes,graduate,married,0,working full time,"$170,000 or over",middle class,protestant,about once or twice a year,"independent, close to democrat","moderate, middle of the road",south,0.6775
498,19,male,black,not hispanic,yes,high school,never married,0,"unemployed, laid off, looking for work","$12,500 to $14,999",working class,muslim/islam,about once or twice a year,,"moderate, middle of the road",south,4.9494
499,55,female,other,not hispanic,no,high school,divorced,2,working full time,"$75,000 to $89,999",middle class,none,about once or twice a year,other party,liberal,south,0.4097
500,44,female,black,not hispanic,no,graduate,divorced,3,working full time,"$75,000 to $89,999",working class,muslim/islam,several times a year,strong democrat,"moderate, middle of the road",south,0.2932
501,32,female,white,not hispanic,yes,high school,never married,2,keeping house,"$60,000 to $74,999",working class,protestant,several times a year,not very strong republican,conservative,south,0.7347
502,74,male,white,not hispanic,yes,bachelor's,divorced,1,retired,"$40,000 to $49,999",working class,orthodox-christian,about once or twice a year,strong democrat,slightly liberal,south,0.3615
503,30,female,white,not hispanic,yes,less than high school,separated,5,keeping house,"under $1,000",lower class,catholic,never,"independent (neither, no response)","moderate, middle of the road",south,0.3734
504,43,female,black,not hispanic,yes,high school,divorced,1,working part time,"$20,000 to $22,499",working class,protestant,every week,strong democrat,"moderate, middle of the road",south,0.3084
505,66,female,white,not hispanic,yes,high school,never married,0,retired,"$25,000 to $29,999",middle class,catholic,never,strong democrat,"moderate, middle of the road",south,0.7186
506,27,male,black,not hispanic,yes,high school,never married,0,working full time,"$50,000 to $59,999",middle class,protestant,2-3 times a month,strong democrat,"moderate, middle of the road",south,1.0133
507,68,female,white,not hispanic,yes,high school,married,3,keeping house,"$60,000 to $74,999",working class,protestant,never,strong democrat,slightly liberal,south,1.9717
508,26,female,other,"another hispanic, latino, or spanish origin",yes,high school,never married,2,in school,"$35,000 to $39,999",working class,catholic,never,not very strong democrat,,south,0.8479
509,,male,,not hispanic,yes,high school,never married,0,retired,,working class,protestant,about once or twice a year,not very strong republican,conservative,south,0.4087
510,50,male,white,not hispanic,yes,graduate,married,1,working full time,"$130,000 to $149,999",middle class,protestant,every week,strong democrat,extremely liberal,south,0.8823
511,59,male,black,not hispanic,yes,high school,never married,,working part time,"$110,000 to $129,999",working class,christian,every week,strong democrat,"moderate, middle of the road",south,2.1678
512,,male,other,not hispanic,yes,graduate,divorced,,working full time,"$110,000 to $129,999",middle class,protestant,about once a month,"independent (neither, no response)","moderate, middle of the road",south,1.3121
513,49,female,other,not hispanic,yes,bachelor's,married,0,working full time,"$170,000 or over",middle class,none,never,not very strong democrat,slightly liberal,south,0.7884
514,67,male,white,not hispanic,no,high school,separated,1,retired,"$50,000 to $59,999",working class,protestant,never,strong democrat,extremely liberal,west,0.9406
515,52,male,black,not hispanic,yes,high school,never married,2,"unemployed, laid off, looking for work","under $1,000",working class,none,never,strong republican,extremely conservative,west,0.43
516,33,female,white,not hispanic,yes,bachelor's,never married,0,working full time,"$170,000 or over",middle class,none,less than once a year,not very strong democrat,liberal,west,3.3986
517,71,male,white,not hispanic,yes,bachelor's,never married,0,retired,"$10,000 to $12,499",working class,none,less than once a year,strong democrat,liberal,west,0.387
518,47,male,white,not hispanic,no,graduate,never married,3,working part time,"$170,000 or over",working class,none,never,"independent, close to republican",slightly conservative,west,0.7894
519,41,female,other,not hispanic,yes,bachelor's,never married,1,working full time,"$110,000 to $129,999",middle class,christian,every week,not very strong democrat,"moderate, middle of the road",west,3.6696
520,33,male,other,not hispanic,no,graduate,married,1,working full time,"$170,000 or over",middle class,hinduism,about once or twice a year,"independent (neither, no response)","moderate, middle of the road",west,1.1122
521,33,female,other,not hispanic,no,graduate,never married,0,working full time,"$150,000 to $169,999",middle class,hinduism,about once or twice a year,not very strong democrat,liberal,west,0.8703
522,,male,black,not hispanic,yes,bachelor's,married,3,working full time,"$170,000 or over",working class,protestant,2-3 times a month,not very strong democrat,"moderate, middle of the road",west,5.2664
523,,female,other,,no,less than high school,married,1,working full time,,,hinduism,every week,,,west,1.1236
524,42,male,white,not hispanic,yes,bachelor's,never married,0,working full time,"$170,000 or over",upper class,catholic,less than once a year,not very strong democrat,slightly liberal,west,0.3672
525,40,male,other,not hispanic,yes,high school,married,2,working full time,"$90,000 to $109,999",working class,muslim/islam,several times a year,"independent (neither, no response)",slightly conservative,west,3.5686
526,,male,white,"mexican, mexican american, chicano/a",no,graduate,married,1,working full time,,working class,none,never,not very strong democrat,liberal,west,0.7637
527,60,female,white,"mexican, mexican american, chicano/a",yes,bachelor's,divorced,1,working full time,"$60,000 to $74,999",middle class,catholic,several times a year,not very strong republican,"moderate, middle of the road",west,0.3182
528,56,male,other,not hispanic,no,bachelor's,married,1,working full time,"$50,000 to $59,999",middle class,protestant,every week,not very strong republican,conservative,west,1.1815
529,53,female,other,not hispanic,no,high school,married,2,working full time,"$150,000 to $169,999",working class,buddhism,never,"independent, close to democrat",conservative,west,5.7355
530,52,female,white,,no,high school,married,3,working full time,"$75,000 to $89,999",working class,protestant,every week,"independent (neither, no response)",conservative,west,2.1725
531,75,male,white,not hispanic,yes,high school,married,4,retired,"$170,000 or over",middle class,none,never,not very strong democrat,"moderate, middle of the road",west,0.9832
532,32,male,white,"another hispanic, latino, or spanish origin",yes,graduate,married,0,working full time,"$75,000 to $89,999",middle class,none,never,not very strong republican,"moderate, middle of the road",west,0.7657
533,44,female,other,not hispanic,no,bachelor's,divorced,1,working full time,"$30,000 to $34,999",middle class,catholic,about once a month,"independent (neither, no response)","moderate, middle of the road",west,0.4038
534,33,female,other,not hispanic,no,graduate,never married,0,working full time,"$170,000 or over",middle class,protestant,about once or twice a year,"independent (neither, no response)","moderate, middle of the road",west,0.4351
535,37,female,black,not hispanic,yes,high school,never married,0,"unemployed, laid off, looking for work","$30,000 to $34,999",middle class,catholic,about once a month,strong democrat,slightly liberal,west,0.3558
536,24,male,white,"mexican, mexican american, chicano/a",yes,bachelor's,never married,0,working full time,,middle class,none,never,strong democrat,liberal,west,6.6923
537,,female,other,"mexican, mexican american, chicano/a",no,high school,married,2,keeping house,,lower class,catholic,less than once a year,"independent (neither, no response)",,west,0.4345
538,30,female,other,"mexican, mexican american, chicano/a",yes,bachelor's,married,0,working full time,"$110,000 to $129,999",working class,catholic,several times a year,strong democrat,liberal,west,0.6732
